,open,high,low,close,volume,timestamp
0,42000.0,42159.68520202077,41644.12420169986,41803.060634617126,2906.1723508218142,1704067200
1,41803.060634617126,41929.62904092539,41431.33371411412,41557.15759225374,3589.7247293847604,1704068100
2,41557.15759225374,41650.97368546444,41362.68920370173,41456.277558269576,3494.4347739774935,1704069000
3,41456.277558269576,42076.24602552611,41267.68505830057,41885.700001101795,2342.499460057071,1704069900
4,41885.700001101795,42026.551590592375,41803.671117396865,41944.40773376357,3912.889393203124,1704070800
5,41944.40773376357,42095.79429808307,41519.26335831688,41669.65829165775,1765.878621309977,1704071700
6,41669.65829165775,42016.800441106265,41514.20520156195,41860.63489249859,2596.6546101561585,1704072600
7,41860.63489249859,42372.12606796101,41675.8038988743,42185.85908297085,4077.4926055366172,1704073500
8,42185.85908297085,42442.99915112386,42081.09589914664,42337.85849620352,1305.3079937088294,1704074400
9,42337.85849620352,42543.329503630994,41768.86945734892,41972.56766193783,3067.034711328675,1704075300
10,41972.56766193783,42205.42323212379,41846.71207416707,42079.247761928964,1888.8531449248376,1704076200
11,42079.247761928964,42134.06244834277,42003.31728002356,42058.10442399066,3429.7136528448923,1704077100
12,42058.10442399066,42146.958123408804,41817.12919374368,41905.66083449883,2342.1975742559043,1704078000
13,41905.66083449883,42062.920828533395,41847.45005494268,42004.57265145487,1343.9692549005842,1704078900
14,42004.57265145487,42292.213449874704,41889.62991766714,42176.79942890602,2388.166077347222,1704079800
15,42176.79942890602,42292.48969071486,42115.8673094139,42231.47857716816,4576.570331144061,1704080700
16,42231.47857716816,42304.00804457681,42194.017202849216,42266.515590723735,2321.7753041777837,1704081600
17,42266.515590723735,42389.18487817355,41980.31133219217,42102.5046137684,2104.512186027513,1704082500
18,42102.5046137684,42200.25274600005,42054.099745270934,42151.79121314536,1452.0160155055528,1704083400
19,42151.79121314536,42293.25342023231,41830.039018891664,41970.89413195902,3320.3336054703036,1704084300
20,41970.89413195902,42227.2899506419,41218.43700049075,41471.783806203275,4033.7562019804654,1704085200
21,41471.783806203275,41882.69385870778,41309.99510338546,41719.93706649526,1588.8685885576956,1704086100
22,41719.93706649526,42033.208017934325,41588.56118224802,41901.261145022516,1467.5674289564524,1704087000
23,41901.261145022516,42184.51191591145,41797.766742253494,42080.574616196114,2362.6580875370687,1704087900
24,42080.574616196114,42307.7203006474,41969.59972637727,42196.43985103554,3773.370397763082,1704088800
25,42196.43985103554,42444.3421002499,42095.0844540312,42342.6355427584,2393.130450834863,1704089700
26,42342.6355427584,42373.728888128324,42291.535136644176,42322.61377949046,2707.069543596257,1704090600
27,42322.61377949046,42393.185366444864,42222.26980884679,42292.79166839737,2316.0004516269946,1704091500
28,42292.79166839737,42427.55467815594,42223.317076832136,42357.97301285296,2550.9266768126845,1704092400
